permit_id,property_name,municipal_case_id,publication_date,municipality_permit,permit_type_num,permit_type,longitude,latitude,municipality_clean,municipality_demo,total_population,inrikes_fodda,utrikes_fodda,total_dwellings,mean_income_sek,foreign_born_pct,hyresrätt_share,bostadsrätt_share,äganderätt_share,rental_share,owner_share,simpson_index,shannon_index,fractionalization,hhi
141278,Oxen 6,K884054/25,2025-11-24,Falkenberg,0,Bygglov,12.481650114059448,56.90615463256836,Falkenberg,Falkenberg,47108.0,39902.0,7206.0,22247.0,234336.5267045937,0.1529676488069966,0.2997707556074976,0.1597968265384096,0.5400728188070302,0.2997707556074976,0.6998696453454398,0.25913709445091193,0.42782242320822617,0.25913709445091193,0.7408629055490881
141858,Hägern 33,K891432/25,2025-11-26,Falkenberg,0,Bygglov,12.474503874778748,56.90152835845947,Falkenberg,Falkenberg,47108.0,39902.0,7206.0,22247.0,234336.5267045937,0.1529676488069966,0.2997707556074976,0.1597968265384096,0.5400728188070302,0.2997707556074976,0.6998696453454398,0.25913709445091193,0.42782242320822617,0.25913709445091193,0.7408629055490881
140520,ÅKARP 2:327,K866691/25,2025-11-18,Burlöv,0,Bygglov,13.111948013305664,55.66047592163086,Burlöv,Burlöv,19844.0,12907.0,6937.0,8489.0,254875.32251562184,0.3495766982463213,0.4801507833667098,0.2044999411002473,0.3153492755330427,0.4801507833667098,0.5198492166332901,0.4547456605790434,0.6471842047669583,0.4547456605790434,0.5452543394209566
141215,Rebbelberga 9:71,K884414/25,2025-11-24,Ängelholm,0,Bygglov,12.919182538986206,56.26007995605469,Ängelholm,Ängelholm,44866.0,38842.0,6024.0,21553.0,268582.1468372487,0.1342664824143003,0.3900153110935833,0.1418828005382081,0.4681018883682086,0.3900153110935833,0.6099846889064168,0.23247798822878152,0.3944173773767218,0.23247798822878152,0.7675220117712185
140807,Wilhelm Grönvall 5,K875594/25,2025-11-20,Ängelholm,2,Marklov,12.834263067979078,56.25798768263597,Ängelholm,Ängelholm,44866.0,38842.0,6024.0,21553.0,268582.1468372487,0.1342664824143003,0.3900153110935833,0.1418828005382081,0.4681018883682086,0.3900153110935833,0.6099846889064168,0.23247798822878152,0.3944173773767218,0.23247798822878152,0.7675220117712185
141432,Borgeby 17:80,K887848/25,2025-11-25,Lomma,0,Bygglov,13.028075981140136,55.73070602416992,Lomma,Lomma,24627.0,22072.0,2555.0,10261.0,412145.9170828765,0.1037479189507451,0.1079816781990059,0.3050384952733652,0.5869798265276289,0.1079816781990059,0.892018321800994,0.18596857652826948,0.3332408052166086,0.18596857652826948,0.8140314234717305
140637,Skrattmåsen 10,K870438/25,2025-11-19,Ängelholm,0,Bygglov,12.843768437703451,56.2322572072347,Ängelholm,Ängelholm,44866.0,38842.0,6024.0,21553.0,268582.1468372487,0.1342664824143003,0.3900153110935833,0.1418828005382081,0.4681018883682086,0.3900153110935833,0.6099846889064168,0.23247798822878152,0.3944173773767218,0.23247798822878152,0.7675220117712185
141697,LÖDDEKÖPINGE 99:7,K891525/25,2025-11-26,Kävlinge,0,Bygglov,13.024884943376508,55.76250979774877,Kävlinge,Kävlinge,32430.0,28638.0,3792.0,13661.0,332429.1705211224,0.1169287696577243,0.2771393016616646,0.1559183075909523,0.566869189664007,0.2771393016616646,0.7227874972549594,0.2065128649681105,0.3607607846209575,0.2065128649681105,0.7934871350318895
141205,FURUNÄS 1:32,K884386/25,2025-11-24,Kävlinge,0,Bygglov,12.96491003036499,55.817906061808266,Kävlinge,Kävlinge,32430.0,28638.0,3792.0,13661.0,332429.1705211224,0.1169287696577243,0.2771393016616646,0.1559183075909523,0.566869189664007,0.2771393016616646,0.7227874972549594,0.2065128649681105,0.3607607846209575,0.2065128649681105,0.7934871350318895
141146,Norrvidinge 16:21,K880191/25,2025-11-21,Svalöv,0,Bygglov,13.10206127166748,55.84494835989816,Svalöv,Svalöv,14544.0,11868.0,2676.0,6227.0,255585.8017051705,0.183993399339934,0.2866548899951823,0.0406295166211658,0.6727155933836518,0.2866548899951823,0.7133451100048177,0.30027965667853906,0.4773951542443845,0.30027965667853906,0.6997203433214609
137579,Dimman 3,K822272/25,2025-11-03,Skurup,0,Bygglov,13.505814909934998,55.48534059524536,Skurup,Skurup,16861.0,14432.0,2429.0,7727.0,258335.88755115357,0.1440602573987308,0.3520124239679048,0.0685906561408049,0.5793969198912903,0.3520124239679048,0.6479875760320952,0.2466137992738846,0.4122661133659894,0.2466137992738846,0.7533862007261154
139825,Barkåkra 22:183,K858835/25,2025-11-14,Ängelholm,0,Bygglov,12.8199371610369,56.28856604439871,Ängelholm,Ängelholm,44866.0,38842.0,6024.0,21553.0,268582.1468372487,0.1342664824143003,0.3900153110935833,0.1418828005382081,0.4681018883682086,0.3900153110935833,0.6099846889064168,0.23247798822878152,0.3944173773767218,0.23247798822878152,0.7675220117712185
140949,LJUNGHUSEN 10:3,K876147/25,2025-11-20,Vellinge,0,Bygglov,12.920587921142578,55.389207458496095,Vellinge,Vellinge,37738.0,34165.0,3573.0,15456.0,382238.1313265144,0.0946791032911124,0.1385222567287784,0.1402044513457556,0.7212732919254659,0.1385222567287784,0.8614777432712215,0.17142994138220646,0.3132319309523556,0.17142994138220646,0.8285700586177935
139381,CARL HOLMBERG 8,K850563/25,2025-11-12,Lund,0,Bygglov,13.18804661432902,55.70456949869792,Lund,Lund,130288.0,99385.0,30903.0,68567.0,281043.02391624707,0.2371899177207417,0.4560648708562428,0.3195123018361602,0.2244228273075969,0.4560648708562428,0.5439351291437572,0.36186172130473904,0.5478190993492962,0.36186172130473904,0.638138278695261
137605,NEDRABY 14:6,K821919/25,2025-11-03,Tomelilla,0,Bygglov,13.90818673737195,55.50404918437101,Tomelilla,Tomelilla,13660.0,11794.0,1866.0,6557.0,203277.70863836017,0.1366032210834553,0.2896141528137868,0.0858624370901326,0.6243709013268263,0.2896141528137868,0.710233338416959,0.23588556214615997,0.3987491020940386,0.23588556214615997,0.76411443785384
141182,BLADET 1,K879969/25,2025-11-21,Laholm,0,Bygglov,13.041393852233886,56.50761108398437,Laholm,Laholm,26565.0,22532.0,4033.0,12663.0,225487.89008093355,0.1518162996423866,0.2779752033483377,0.044697149174761,0.6772486772486772,0.2779752033483377,0.7219458264234384,0.25753622161055945,0.4258467487795151,0.25753622161055945,0.7424637783894406
140987,STORA OBERÖD 1:9,K879845/25,2025-11-21,Hässleholm,0,Bygglov,13.67980854599564,56.12009769015842,Hässleholm,Hässleholm,52241.0,43122.0,9119.0,25829.0,226256.77532972183,0.1745563829176317,0.3486004103914205,0.1114251422819311,0.5399357311549035,0.3486004103914205,0.6513608734368346,0.28817290420068975,0.4630378863200545,0.28817290420068975,0.7118270957993102
137726,PUNKTRADEN 1,K822505/25,2025-11-03,Hässleholm,0,Bygglov,13.756594051014291,56.15631242231889,Hässleholm,Hässleholm,52241.0,43122.0,9119.0,25829.0,226256.77532972183,0.1745563829176317,0.3486004103914205,0.1114251422819311,0.5399357311549035,0.3486004103914205,0.6513608734368346,0.28817290420068975,0.4630378863200545,0.28817290420068975,0.7118270957993102
137620,STORKEN 27,K822132/25,2025-11-03,Höör,0,Bygglov,13.538459982190814,55.93324061802456,Höör,Höör,17376.0,15296.0,2080.0,7899.0,262041.822053407,0.1197053406998158,0.2459805038612482,0.0651981263451069,0.6888213697936447,0.2459805038612482,0.7540194961387517,0.2107519442155137,0.36633749180477826,0.2107519442155137,0.7892480557844863
137621,LEJEBY 13:2,K822135/25,2025-11-03,Laholm,0,Bygglov,13.09093817542581,56.504763659308935,Laholm,Laholm,26565.0,22532.0,4033.0,12663.0,225487.89008093355,0.1518162996423866,0.2779752033483377,0.044697149174761,0.6772486772486772,0.2779752033483377,0.7219458264234384,0.25753622161055945,0.4258467487795151,0.25753622161055945,0.7424637783894406
137624,HAVERDAL 21:9,K822180/25,2025-11-03,Halmstad,0,Bygglov,12.685359764099122,56.7217025756836,Halmstad,Halmstad,105796.0,84226.0,21570.0,51864.0,253503.8990131952,0.203882944534765,0.4720615455807496,0.1314206385932438,0.3965178158260065,0.4720615455807496,0.5279384544192504,0.32462937892519783,0.5057384375294957,0.32462937892519783,0.6753706210748022
141562,DÖRRÖD 9:18,K887968/25,2025-11-25,Lund,0,Bygglov,13.485528777627383,55.59081470265108,Lund,Lund,130288.0,99385.0,30903.0,68567.0,281043.02391624707,0.2371899177207417,0.4560648708562428,0.3195123018361602,0.2244228273075969,0.4560648708562428,0.5439351291437572,0.36186172130473904,0.5478190993492962,0.36186172130473904,0.638138278695261
137634,UNNARYD 3:36,K822165/25,2025-11-03,Hylte,0,Bygglov,13.537750053405762,56.96868133544922,Hylte,Hylte,10299.0,7803.0,2496.0,4933.0,220305.09758228957,0.242353626565686,0.345023312385972,0.0235151023717818,0.631461585242246,0.345023312385972,0.6549766876140279,0.3672366925122921,0.553777753785339,0.3672366925122921,0.6327633074877079
138478,ATTERDAG 3,K833557/25,2025-11-06,Ystad,0,Bygglov,13.791579723358154,55.43471844991048,Ystad,Ystad,31911.0,28325.0,3586.0,16168.0,245508.3325499044,0.1123750430885901,0.3621969322117763,0.2290945076694705,0.4087085601187531,0.3621969322117763,0.6378030677882236,0.19949378555885522,0.3514523077158626,0.19949378555885522,0.8005062144411448
137671,GRIMSTOFTA 6:4,K822137/25,2025-11-03,Sjöbo,0,Bygglov,13.734210014343262,55.63438692959872,Sjöbo,Sjöbo,19437.0,17197.0,2240.0,9057.0,237907.93846787052,0.1152441220352935,0.2066909572706194,0.0549850944021199,0.7383239483272607,0.2066909572706194,0.7933090427293806,0.20392582874321574,0.35734089476548014,0.20392582874321574,0.7960741712567843
140649,UTKIKEN 2,K870532/25,2025-11-19,Helsingborg,0,Bygglov,12.679691450936454,56.06534685407366,Helsingborg,Helsingborg,151306.0,108366.0,42940.0,73235.0,271768.6066646399,0.2837957516555853,0.4755376527616576,0.273380214378371,0.2510821328599713,0.4755376527616576,0.5244623472383423,0.40651144599565336,0.5965026235523054,0.40651144599565336,0.5934885540043466
139004,ALLARP 2:611,K842290/25,2025-11-10,Laholm,0,Bygglov,12.92025375366211,56.44610834121704,Laholm,Laholm,26565.0,22532.0,4033.0,12663.0,225487.89008093355,0.1518162996423866,0.2779752033483377,0.044697149174761,0.6772486772486772,0.2779752033483377,0.7219458264234384,0.25753622161055945,0.4258467487795151,0.25753622161055945,0.7424637783894406
137720,FÖRSLÖV 2:130,K822472/25,2025-11-03,Båstad,0,Bygglov,12.824851274490356,56.34979248046875,Båstad,Båstad,15912.0,13757.0,2155.0,8463.0,232270.19859225745,0.1354323780794369,0.271416755287723,0.1350584898971995,0.5935247548150774,0.271416755287723,0.728583244712277,0.2341808980943707,0.39658448335061436,0.2341808980943707,0.7658191019056293
140778,GRUNNET 1,K875460/25,2025-11-20,Helsingborg,0,Bygglov,12.779656028747558,55.96530380249023,Helsingborg,Helsingborg,151306.0,108366.0,42940.0,73235.0,271768.6066646399,0.2837957516555853,0.4755376527616576,0.273380214378371,0.2510821328599713,0.4755376527616576,0.5244623472383423,0.40651144599565336,0.5965026235523054,0.40651144599565336,0.5934885540043466
139695,TUMLAREN 5,K854884/25,2025-11-13,Båstad,0,Bygglov,12.642747129712786,56.4300708770752,Båstad,Båstad,15912.0,13757.0,2155.0,8463.0,232270.19859225745,0.1354323780794369,0.271416755287723,0.1350584898971995,0.5935247548150774,0.271416755287723,0.728583244712277,0.2341808980943707,0.39658448335061436,0.2341808980943707,0.7658191019056293
137722,VITTSJÖ 108:1,K822501/25,2025-11-03,Hässleholm,0,Bygglov,13.668879133282283,56.3532248988296,Hässleholm,Hässleholm,52241.0,43122.0,9119.0,25829.0,226256.77532972183,0.1745563829176317,0.3486004103914205,0.1114251422819311,0.5399357311549035,0.3486004103914205,0.6513608734368346,0.28817290420068975,0.4630378863200545,0.28817290420068975,0.7118270957993102
138122,FOSIETORP 5,K828616/25,2025-11-05,Malmö,0,Bygglov,13.01045194038978,55.566615911630485,Malmö,Malmö,362133.0,232205.0,129928.0,180922.0,274278.10113963654,0.3587853081602615,0.4698709941300671,0.3962315251876499,0.1338808989509291,0.4698709941300671,0.5301124241385791,0.46011682161721545,0.6527161010934193,0.46011682161721545,0.5398831783827845
138386,BERGKRISTALLEN 23,K833766/25,2025-11-06,Malmö,0,Bygglov,13.051115353902182,55.6035046895345,Malmö,Malmö,362133.0,232205.0,129928.0,180922.0,274278.10113963654,0.3587853081602615,0.4698709941300671,0.3962315251876499,0.1338808989509291,0.4698709941300671,0.5301124241385791,0.46011682161721545,0.6527161010934193,0.46011682161721545,0.5398831783827845
141643,Rönnhagen 5,K888033/25,2025-11-25,Falkenberg,0,Bygglov,12.541321721570243,56.90119250067349,Falkenberg,Falkenberg,47108.0,39902.0,7206.0,22247.0,234336.5267045937,0.1529676488069966,0.2997707556074976,0.1597968265384096,0.5400728188070302,0.2997707556074976,0.6998696453454398,0.25913709445091193,0.42782242320822617,0.25913709445091193,0.7408629055490881
138718,FALSTERBO 15:9,K838257/25,2025-11-07,Vellinge,0,Bygglov,12.834178515842982,55.39225387573242,Vellinge,Vellinge,37738.0,34165.0,3573.0,15456.0,382238.1313265144,0.0946791032911124,0.1385222567287784,0.1402044513457556,0.7212732919254659,0.1385222567287784,0.8614777432712215,0.17142994138220646,0.3132319309523556,0.17142994138220646,0.8285700586177935
137758,BÅSTAD 109:576,K822173/25,2025-11-03,Båstad,0,Bygglov,12.849039765291437,56.42205349234648,Båstad,Båstad,15912.0,13757.0,2155.0,8463.0,232270.19859225745,0.1354323780794369,0.271416755287723,0.1350584898971995,0.5935247548150774,0.271416755287723,0.728583244712277,0.2341808980943707,0.39658448335061436,0.2341808980943707,0.7658191019056293
141347,RÅKAN 2,K883744/25,2025-11-24,Hässleholm,0,Bygglov,13.798829237620035,56.16665172576904,Hässleholm,Hässleholm,52241.0,43122.0,9119.0,25829.0,226256.77532972183,0.1745563829176317,0.3486004103914205,0.1114251422819311,0.5399357311549035,0.3486004103914205,0.6513608734368346,0.28817290420068975,0.4630378863200545,0.28817290420068975,0.7118270957993102
137775,KVIDINGE 17:106,K822516/25,2025-11-03,Åstorp,0,Bygglov,13.040603478749594,56.1336415608724,Åstorp,Åstorp,16458.0,11790.0,4668.0,6804.0,239150.97217158828,0.2836310608822457,0.3880070546737213,0.0893592004703115,0.522633744855967,0.3880070546737213,0.6119929453262787,0.40636896437011516,0.5963501008293662,0.40636896437011516,0.5936310356298848
139088,LYCKEBACKEN 3,K846030/25,2025-11-11,Lund,0,Bygglov,13.163311640421549,55.69750001695421,Lund,Lund,130288.0,99385.0,30903.0,68567.0,281043.02391624707,0.2371899177207417,0.4560648708562428,0.3195123018361602,0.2244228273075969,0.4560648708562428,0.5439351291437572,0.36186172130473904,0.5478190993492962,0.36186172130473904,0.638138278695261
137794,EXPORTEN 43,K825628/25,2025-11-04,Kävlinge,0,Bygglov,13.1178692037409,55.79314110495827,Kävlinge,Kävlinge,32430.0,28638.0,3792.0,13661.0,332429.1705211224,0.1169287696577243,0.2771393016616646,0.1559183075909523,0.566869189664007,0.2771393016616646,0.7227874972549594,0.2065128649681105,0.3607607846209575,0.2065128649681105,0.7934871350318895
137800,Örsjö 6:152,K825676/25,2025-11-04,Skurup,0,Bygglov,13.585933367411297,55.47042814890544,Skurup,Skurup,16861.0,14432.0,2429.0,7727.0,258335.88755115357,0.1440602573987308,0.3520124239679048,0.0685906561408049,0.5793969198912903,0.3520124239679048,0.6479875760320952,0.2466137992738846,0.4122661133659894,0.2466137992738846,0.7533862007261154
137802,Bälinge 15:240,K825857/25,2025-11-04,Perstorp,0,Bygglov,13.371563275655111,56.23619715372721,Perstorp,Perstorp,7323.0,5414.0,1909.0,3618.0,202278.95671173016,0.2606855114024307,0.3695411829740188,0.1782752902155887,0.4521835268103925,0.3695411829740188,0.6304588170259812,0.3854571510945677,0.5737727199765658,0.3854571510945677,0.6145428489054323
137914,SPJUTSTORP 7:9,K827960/25,2025-11-04,Tomelilla,0,Bygglov,14.057167614207549,55.57432926402373,Tomelilla,Tomelilla,13660.0,11794.0,1866.0,6557.0,203277.70863836017,0.1366032210834553,0.2896141528137868,0.0858624370901326,0.6243709013268263,0.2896141528137868,0.710233338416959,0.23588556214615997,0.3987491020940386,0.23588556214615997,0.76411443785384
139818,Nötkråkan 1,K859028/25,2025-11-14,Ängelholm,0,Bygglov,12.833252588907875,56.22860177357992,Ängelholm,Ängelholm,44866.0,38842.0,6024.0,21553.0,268582.1468372487,0.1342664824143003,0.3900153110935833,0.1418828005382081,0.4681018883682086,0.3900153110935833,0.6099846889064168,0.23247798822878152,0.3944173773767218,0.23247798822878152,0.7675220117712185
137819,DRUVAN 8,K825626/25,2025-11-04,Simrishamn,0,Bygglov,14.346313858032229,55.55399780273437,Simrishamn,Simrishamn,18962.0,16533.0,2429.0,10482.0,185798.69212108428,0.1280983018668916,0.3166380461743941,0.1110475100171722,0.5723144438084335,0.3166380461743941,0.6833619538256058,0.22337825385142063,0.3827556018808332,0.22337825385142063,0.7766217461485794
138161,PIKEN 2,K828431/25,2025-11-05,Helsingborg,0,Bygglov,12.735788186391195,56.08348147074381,Helsingborg,Helsingborg,151306.0,108366.0,42940.0,73235.0,271768.6066646399,0.2837957516555853,0.4755376527616576,0.273380214378371,0.2510821328599713,0.4755376527616576,0.5244623472383423,0.40651144599565336,0.5965026235523054,0.40651144599565336,0.5934885540043466
140259,HAMNEN 22:164,K862957/25,2025-11-17,Malmö,0,Bygglov,13.005145828256037,55.61947109612399,Malmö,Malmö,362133.0,232205.0,129928.0,180922.0,274278.10113963654,0.3587853081602615,0.4698709941300671,0.3962315251876499,0.1338808989509291,0.4698709941300671,0.5301124241385791,0.46011682161721545,0.6527161010934193,0.46011682161721545,0.5398831783827845
139778,EKEBY 10:19,K855004/25,2025-11-13,Bjuv,0,Bygglov,12.962601852416991,56.0093505859375,Bjuv,Bjuv,15968.0,11678.0,4290.0,6725.0,232425.3256513026,0.2686623246492986,0.2908550185873605,0.1106319702602229,0.5980669144981413,0.2908550185873605,0.7086988847583643,0.39296575992666694,0.5819238140309646,0.39296575992666694,0.6070342400733331
139685,LILLA BEDDINGE 8:14,K854855/25,2025-11-13,Trelleborg,0,Bygglov,13.413776016235351,55.36459655761719,Trelleborg,Trelleborg,46936.0,38163.0,8773.0,21869.0,256416.63967956367,0.1869140957900119,0.3433170240980383,0.1874342676848506,0.4692487082171109,0.3433170240980383,0.6566829759019617,0.30395443317002835,0.48171730453605077,0.30395443317002835,0.6960455668299717
138264,DEJARP 5:17,K833848/25,2025-11-06,Båstad,0,Bygglov,12.755886554718018,56.46086057027181,Båstad,Båstad,15912.0,13757.0,2155.0,8463.0,232270.19859225745,0.1354323780794369,0.271416755287723,0.1350584898971995,0.5935247548150774,0.271416755287723,0.728583244712277,0.2341808980943707,0.39658448335061436,0.2341808980943707,0.7658191019056293
140614,STUBBARP 6:43,K870839/25,2025-11-19,Höganäs,0,Bygglov,12.57858657836914,56.26789728800456,Höganäs,Höganäs,28193.0,24206.0,3987.0,12691.0,267358.46132018586,0.1414180825027489,0.3044677330391616,0.0988101804428334,0.5967220865180048,0.3044677330391616,0.6955322669608384,0.24283801688798912,0.40752938833258523,0.24283801688798912,0.7571619831120109
137891,INGELSTAD 14:19,K825811/25,2025-11-04,Vellinge,0,Bygglov,13.111266181582495,55.495618184407554,Vellinge,Vellinge,37738.0,34165.0,3573.0,15456.0,382238.1313265144,0.0946791032911124,0.1385222567287784,0.1402044513457556,0.7212732919254659,0.1385222567287784,0.8614777432712215,0.17142994138220646,0.3132319309523556,0.17142994138220646,0.8285700586177935
140423,NORRA ÅSUM 3:3,K866542/25,2025-11-18,Kristianstad,2,Marklov,14.152574312119256,56.02382750738235,Kristianstad,Kristianstad,86560.0,69292.0,17268.0,42387.0,238555.51987061,0.1994916820702403,0.4085922570599476,0.1223252412296222,0.4690353174322316,0.4085922570599476,0.5913605586618539,0.31938950171005287,0.49969693728499776,0.31938950171005287,0.6806104982899471
137898,GYLSBODA 1:4,K825593/25,2025-11-04,Osby,0,Bygglov,14.348592451640538,56.36845629555838,Osby,Osby,13106.0,10754.0,2352.0,6530.0,220779.154585686,0.1794597894094308,0.3223583460949464,0.0986217457886676,0.5790199081163859,0.3223583460949464,0.6776416539050536,0.29450794678910697,0.4705733504887689,0.29450794678910697,0.705492053210893
140457,KLAGSHAMN 16:91,K866769/25,2025-11-18,Malmö,0,Bygglov,12.926202201843262,55.53549346923828,Malmö,Malmö,362133.0,232205.0,129928.0,180922.0,274278.10113963654,0.3587853081602615,0.4698709941300671,0.3962315251876499,0.1338808989509291,0.4698709941300671,0.5301124241385791,0.46011682161721545,0.6527161010934193,0.46011682161721545,0.5398831783827845
138075,PLÅTSLAGAREN 2,K828196/25,2025-11-05,Landskrona,0,Bygglov,12.831716537475586,55.8801261054145,Landskrona,Landskrona,47134.0,34168.0,12966.0,22174.0,243270.5180973395,0.2750880468451648,0.4866961306034094,0.2148011184269865,0.298502750969604,0.4866961306034094,0.5133038693965906,0.3988292266561544,0.5882541105748682,0.3988292266561544,0.6011707733438456
137913,RÖNNEBERGA 9:2,K827947/25,2025-11-04,Landskrona,0,Bygglov,12.95885909687389,55.90941342440519,Landskrona,Landskrona,47134.0,34168.0,12966.0,22174.0,243270.5180973395,0.2750880468451648,0.4866961306034094,0.2148011184269865,0.298502750969604,0.4866961306034094,0.5133038693965906,0.3988292266561544,0.5882541105748682,0.3988292266561544,0.6011707733438456
138773,YNGSJÖ 248:46,K837974/25,2025-11-07,Kristianstad,0,Bygglov,14.24152374267578,55.87527160644531,Kristianstad,Kristianstad,86560.0,69292.0,17268.0,42387.0,238555.51987061,0.1994916820702403,0.4085922570599476,0.1223252412296222,0.4690353174322316,0.4085922570599476,0.5913605586618539,0.31938950171005287,0.49969693728499776,0.31938950171005287,0.6806104982899471
140603,TULLSTORP 7:81,K870600/25,2025-11-19,Landskrona,0,Bygglov,12.86161666446262,55.89487372504341,Landskrona,Landskrona,47134.0,34168.0,12966.0,22174.0,243270.5180973395,0.2750880468451648,0.4866961306034094,0.2148011184269865,0.298502750969604,0.4866961306034094,0.5133038693965906,0.3988292266561544,0.5882541105748682,0.3988292266561544,0.6011707733438456
142400,TUNA 21:5,K900794/25,2025-11-28,Landskrona,0,Bygglov,12.713023845966044,55.9136355473445,Landskrona,Landskrona,47134.0,34168.0,12966.0,22174.0,243270.5180973395,0.2750880468451648,0.4866961306034094,0.2148011184269865,0.298502750969604,0.4866961306034094,0.5133038693965906,0.3988292266561544,0.5882541105748682,0.3988292266561544,0.6011707733438456
141857,Tröinge 6:20,K891430/25,2025-11-26,Falkenberg,0,Bygglov,12.515788475672403,56.92592684427897,Falkenberg,Falkenberg,47108.0,39902.0,7206.0,22247.0,234336.5267045937,0.1529676488069966,0.2997707556074976,0.1597968265384096,0.5400728188070302,0.2997707556074976,0.6998696453454398,0.25913709445091193,0.42782242320822617,0.25913709445091193,0.7408629055490881
137935,ÄSPERÖD 1:84,K825868/25,2025-11-04,Simrishamn,0,Bygglov,14.268218879699708,55.67384429931641,Simrishamn,Simrishamn,18962.0,16533.0,2429.0,10482.0,185798.69212108428,0.1280983018668916,0.3166380461743941,0.1110475100171722,0.5723144438084335,0.3166380461743941,0.6833619538256058,0.22337825385142063,0.3827556018808332,0.22337825385142063,0.7766217461485794
139354,VIKS FISKELÄGE 1:32,K850576/25,2025-11-12,Simrishamn,0,Bygglov,14.271714564732145,55.61451623099191,Simrishamn,Simrishamn,18962.0,16533.0,2429.0,10482.0,185798.69212108428,0.1280983018668916,0.3166380461743941,0.1110475100171722,0.5723144438084335,0.3166380461743941,0.6833619538256058,0.22337825385142063,0.3827556018808332,0.22337825385142063,0.7766217461485794
